GT_total,FP,FN,Pd,IDSW,ID Switch,Frag,RMSE_px,RMSE_m,MOTA,MOTP_mean_error_px,IDTP,IDFP,IDFN,IDP,IDR,IDF1,meter_per_pixel
101.0,230.0,66.0,0.3465346534653465,15.0,15.0,7.0,5.083090047227111,2.017568221370989,-2.0792079207920793,4.570321378554263,35.0,230.0,66.0,0.1320754716981132,0.3465346534653465,0.1912568306010929,0.39691766280465507
