Scene,Algorithm,ARMSE_matched,ARMSE_fixedID,SimTime(s),ErrorRate(%),MissRate(%),IDSwitches,IDSwitchRate(%)
Scene2,GNN,7.779125,7.779125,1.381515,0.000000,0.607533,0,0.000000
Scene2,MHT,7.681043,7.681043,648.259506,0.000000,0.000000,0,0.000000
Scene2,IMM-MHT,7.573731,7.573731,1031.522951,0.000000,0.000000,0,0.000000
