GT_total,FP,FN,Pd,IDSW,ID Switch,Frag,RMSE_px,RMSE_m,MOTA,MOTP_mean_error_px,IDTP,IDFP,IDFN,IDP,IDR,IDF1,meter_per_pixel
101.0,308.0,74.0,0.26732673267326734,12.0,12.0,6.0,5.459315175625466,2.166898620023245,-2.900990099009901,4.784348253850584,27.0,308.0,74.0,0.08059701492537313,0.26732673267326734,0.12385321100917432,0.39691766280465507
