GT_total,FP,FN,Pd,IDSW,ID Switch,Frag,RMSE_px,RMSE_m,MOTA,MOTP_mean_error_px,IDTP,IDFP,IDFN,IDP,IDR,IDF1,meter_per_pixel
101.0,243.0,75.0,0.25742574257425743,6.0,6.0,5.0,6.510464095256175,2.584118192462704,-2.207920792079208,6.074455573008611,26.0,243.0,75.0,0.09665427509293681,0.25742574257425743,0.14054054054054055,0.39691766280465507
